,label,cleaned_email
16,0,forteana mcmann dmcmann write robert moaby number send death threat staff jail hoard indecent picture child home computer hmm didn trust government secret police look way bit circumstantial evidence apparently mt lister approach email little research dejanews google group show number message clearly hope contact girl appear alt teen similar group try google group search robert moaby come list note marie mt stand mark thomas slightly slim uk version michael moore mailing list name rob yahoo group sponsor number dvds free join url unsubscribe group send email forteana unsubscribe url use yahoo group subject url
17,0,nutshell solaris sun flavour unix original message kiall mac innes mailto kiall redpie com send number august number number number ilug subject ilug sun solaris explain type operating system solaris ve see not know wheather server sun dell prefer linux base server sun sure solaris distro linux completely different operating system explain kiall mac inne irish linux user group ilug url url un subscription information list maintainer listmaster url irish linux user group ilug url url un subscription information list maintainer listmaster url
18,0,apol post url rob yahoo group sponsor number dvds free join url unsubscribe group send email forteana unsubscribe url use yahoo group subject url
19,0,explain type operating system solaris ve see not know wheather server sun dell prefer linux base server sun sure solaris distro linux completely different operating system explain kiall mac inne irish linux user group ilug url url un subscription information list maintainer listmaster url
20,0,apol post url isn beaker timc meep yahoo group sponsor number dvds free join url unsubscribe group send email forteana unsubscribe url use yahoo group subject url
21,0,thu aug number number number number numberpm number fergal moran mention nutshell solaris sun flavour unix sure nice person like bit detail solaris different linux day solaris act lot like linux extra cd gnu tool sun ship solaris base sysv unix family similar unixen like hpux sco sun hardware general reliable lot expensive main bonus buy sun get hardware software company support contract fix fob software problem talk software vendor etc set linux likely support world different hardware option run linux sparc company like redhat don maintain sparc port anymore buy machine linux orient company like dnuk machine design run linux version linux extra machine machine cheap company like dell ll likely work time john irish linux user group ilug url url un subscription information list maintainer listmaster url
22,0,john looney write thu aug number number number number numberpm number fergal moran mention nutshell solaris sun flavour unix sure nice person like bit detail solaris different linux day solaris act lot like linux extra cd gnu tool sun ship solaris base sysv unix family similar unixen like hpux sco sun hardware general reliable lot expensive main bonus buy sun get hardware software company support contract fix fob software problem talk software vendor etc set linux likely support world different hardware option run linux sparc company like redhat don maintain sparc port anymore buy machine linux orient company like dnuk machine design run linux version linux extra machine machine cheap company like dell ll likely work time dell cheap dnuk get bit complicated url pádraig irish linux user group ilug url url un subscription information list maintainer listmaster url
23,0,hey easy green leslie leslie ellen jones ph jack trade doctor folklore lejone url truth odd number flann brien original message dino zzzzteana url send thursday august number number number number subject zzzzteana muppet damn kermit boring wanna rizzo cool dino yahoo group sponsor advertisement unsubscribe group send email forteana unsubscribe url use yahoo group subject yahoo term service non text portion message remove yahoo group sponsor number dvds free join url unsubscribe group send email forteana unsubscribe url use yahoo group subject url
24,0,thu number aug number john looney write sun hardware general reliable rofl experience cap lock key work peter url say problem dell brand keyboard hit cap lock twice machine crash linux window switch inactive leave reach power cable instead bauwolf url say want solaris number xnumber wait bit erm run solaris xnumber standard cheer al express posting opinion way relate opinion hold employer sun microsystem statement sun product include gospel fiction truth irish linux user group ilug url url un subscription information list maintainer listmaster url
25,0,multiple generation peasant squatter cultivate live land human part property package read get legal title number year believe number year ought sufficient help cairo reference assume talk urban poor people live mansion suburban subdivision assume didn trouble title people live shanty haphazard alleyway tend assume parcel weren exactly record government map pay bank loan especially nearby vacant lot shotgun wield man presumably intent keep development free manhattanite view america outside metro manila davao maybe city cebu literally boondock go broad assumption guess describe flip mr roger experience paisanos leave remain patron rural land manila assumption squat shantytown line middle class job go large assumption come scenario title number year shantytown arise midst section spanish divvy land take decade argue package compensate owner record lot inhabitant transfer title exist lot party money ought problem obvious solution bark fart chihuahuas fork introduce market mechanism leave exercise come work agent perceive negligible npv dave land reform mean agricultural producer plant crop time profitable happen highly capitalize land put tree instead crop sound like sidestep mr long think particularly enjoy de soto work find list chance explanation bell jar meantime url
26,0,folk time post bit unix experience new linux get new pc home dell box windows xp add hard disk linux partition disk instal suse number number cd go fine didn pick monitor dell brand enumberfpp number lcd flat panel monitor nvidia geforcenumber tinumber video card probably new feature suse default set download driver nvidia website instal rpm run saxnumber recommend posting find net doesn feature video card available list problem dell brand keyboard hit cap lock twice machine crash linux window switch inactive leave reach power cable instead help way prob grateful ve search net run idea go different version linux redhat opinion welcome thank lot peter irish linux user group ilug url url un subscription information list maintainer listmaster url
27,0,thu number aug number joseph barrera iii write wait dead sure carbon fat typical liposuction job decent diamond see debeer agent hover tom diamond fold flesh wsmf url
28,0,joseph barrera iii write chris haun write lifegem certify high quality diamond create carbon love memorial unique wonderful life wait dead sure carbon fat typical liposuction job decent diamond joe oh hell excrement love able sun doesn shine ass occasional diamond owen url
29,0,update interested like close thread bad infinite loop end format floppy flatmate un networked pnumber run fatnumber winnumber mcopie content bootdisk fatnumber winnumber install run alongside slackware play metal gear solid mood take ciaran wednesday number august number number number ciaran johnston write dublin say copy file disk partition mark active work yeah figure doesn case ll tonight maybe come error message clarify didn understand initially floppy drive instal doesn physically work handy pick don fancy wait day arrive peat thank answer ciaran especially need io sys url msdo sys cd driver sys read autoexec bat config sys file hint boot floppy number number number number number ciaran johnston write hi folk situation home pc number numbergig hdd work floppy drive run linux solely year recently get urge thing play windoze game normally install windows partition boot floppy conveniently zip haven way write read floppy number format drive system file normally use format floppy number instal cdrom driver bootdisk write year ago normally number boot partition wipe linux partition drive create partition window hdanumber slackware redhat cfdisk drive hda bootable instal window partition lilo reran lilo instal mbr copy content url new window partition try boot garbled line squiggle idea think athlone new floppy drive evening thank ciaran irish linux user group ilug url url un subscription information list maintainer listmaster url irish linux user group ilug url url un subscription information list maintainer listmaster url
30,0,see hear package let random person webpage create mailing list administer list course let ppl sign list manage subscription similar old url like run server else chris url
31,0,apparent quote dubya time send dad url tony blair special relationship george bush considerable strain disagree yassir arafat tenure leader palestinian authority blair start tell disparage anecdote president baroness williams crosby recall story tell good friend tony blair recently brighton blair bush jacques chirac discuss economic particular decline french economy problem french bush confide blair don word entrepreneur url
32,0,automate response message send hauns_froehlingsdorf url office monday august number number reply email return haun hauns froehlingsdorf network system manager infinetivity inc number number number url
33,0,al white write erm run solaris xnumber standard run solaris number xnumber standard joke al irish linux user group ilug url url un subscription information list maintainer listmaster url
34,0,hi thank useful reply find interesting tutorial ibm developer connection url url registration need post message web application security list suggest thing use mdnumber password check use approach describe secure programmin fo linux unix separate authentication module change implementation anytime thank mario torre avoid send word powerpoint attachment url
35,0,mark twomey joke erm run solaris xnumber standard run solaris number xnumber standard joke al run solaris number sun catch xnumber driver kernel don hold breath free dvd come spot person apply free solaris number dvd tell month later long available mutter fwiw solaris linux get close time long specific reason well expect red hat solaris number time grin matthew yahoo ll need web page news sport email music chart url irish linux user group ilug url url un subscription information list maintainer listmaster url
36,0,thu aug number number number number numberpm number robert harley write apparent quote dubya time send dad url url claim president george bush proclaim problem french don word entrepreneur origin french fry george bush dumb story take like caricature draw stark bold line accord scuttlebutt emerge british press july number president bush britain prime minister tony blair france president jacques chirac discuss economic particular decline french economy problem french bush confide blair don word entrepreneur source shirley williams know baroness williams crosby claim good friend tony blair recently regale anecdote brighton lloyd grove washington post unable reach baroness williams gain confirmation tale receive alastair campbell blair director communication strategy tell prime minister hear george bush certainly tell shirley williams president bush campbell tell post speech joke far time bush butt jibe mean showcase perceive stellar intellectual ability strain memory hard come instance ve chronicle site summer number joke moment center suppose study result ranking presidential iqs george bush peg chief executive scrape intelligence barrel december number fake nostradamus quatrain pontificate village idiot win number presidential election spring number story bush wave stevie wonder set folk chortle sleeve story illustrate widely believe intellectual shortcoming waft george bush seemingly confirm hold true public figure bright fellow human nature revel yarn hearer level agree tale sort fall appreciative ear barbara ear corn mikkelson update number july number url
37,0,hehe sorry hit cap lock twice computer crash ve hear try dell support think dell computer prefer redhat dell provide computer pre load red hat not know sure tho else opnion original message ilug admin url mailto ilug admin url behalf peter staunton send number august number number number ilug url subject ilug newbie seek advice suse number number folk time post bit unix experience new linux get new pc home dell box windows xp add hard disk linux partition disk instal suse number number cd go fine didn pick monitor dell brand enumberfpp number lcd flat panel monitor nvidia geforcenumber tinumber video card probably new feature suse default set download driver nvidia website instal rpm run saxnumber recommend posting find net doesn feature video card available list problem dell brand keyboard hit cap lock twice machine crash linux window switch inactive leave reach power cable instead help way prob grateful ve search net run idea go different version linux redhat opinion welcome thank lot peter irish linux user group ilug url url un subscription information list maintainer listmaster url irish linux user group ilug url url un subscription information list maintainer listmaster url
38,0,number number number number number number nick hilliard write apology possible silly question don think eircom adsl service nat ed unfiltered access real dynamic ip address implication voip know difficulty voip connect client connect nat ed network internet wild machine static real ip probably suffer high latency dls line typically talk numberms rtt local bas pretty high voip application handle ok nick deal latency like place ve dsl read story way allow great distance cover like knowledge physics newtonian don understand worsen latency possibly improve reliability number foot long piece copper stretch time space continuum explain word syllable iiu mailing list iiu url url antoin lachtnain antoin url url number number number number iiu mailing list iiu url url
39,0,manoj kasichainula write url claim president george bush proclaim problem french don word entrepreneur status false lloyd grove washington post unable reach baroness williams gain confirmation tale receive alastair campbell blair director communication strategy tell prime minister hear george bush certainly tell shirley williams president bush campbell tell post speech joke guy fail reach source instead get spin doctor deny wot thick expect official confirmation yes blair go cast aspersion bush amusing anecdote don know true certainly support authoritative sound conclusion status false url
40,0,lucas gonze spam tool dissident news fact unsolicited mean recipient blame mailing list depend list collect sender list collect well website way surf anonymously doesn clutter inbox chat friend online try msn messenger url url
41,0,number aug number number number robert harley write amusing anecdote don know true certainly support authoritative sound conclusion status false actually think pretty funny accurate care spinmeister deny url
42,0,download driver nvidia website instal rpm run saxnumber recommend posting find net doesn feature video card available list hmmm peter open terminal root type lsmod want find module call nvdriver isn load load insmod nvdriver oh ensure module load boot reboot nasty surprise kernel module load vim etc xnumber xfnumberconfig section mark driver neomagic need driver nvidia xfnumberconfig note card able safely use fbbpp number option section module load extmod load xie load pexnumber load glx subsection dri don need load peter option mode number endsubsection load dbe load record load xtrap load speedo load typenumber endsection plus modeline monitor singfinicantly different section monitor identifier monitornumber vendorname monitor vendor modelname monitor model horizsync number number number number vertrefresh number number number number modeline numberxnumber number number number number number number number number number modeline numberxnumber number number number number number number number number number endsection section device identifier cardnumber driver neomagic change nvidia make sure module correct path vendorname neomagic nvidia boardname nmnumber busid pci number number number endsection section screen identifi screennumber device cardnumber monitor monitornumber defaultdepth number subsection display depth number endsubsection subsection display depth number endsubsection subsection display depth number endsubsection subsection display depth number endsubsection subsection display depth number endsubsection subsection display depth number fbbpp number ie able lto uncomment line mode numberxnumber numberxnumber numberxnumber add high resulution desire endsubsection endsection irish linux user group ilug url url un subscription information list maintainer listmaster url
43,0,accord son actually homer simpson claim french word victory chuck thursday august number number number number pm robert harley write apparent quote dubya time send dad url tony blair special relationship george bush considerable strain disagree yassir arafat tenure leader palestinian authority blair start tell disparage anecdote president baroness williams crosby recall story tell good friend tony blair recently brighton blair bush jacques chirac discuss economic particular decline french economy problem french bush confide blair don word entrepreneur url url
44,0,whore eruct amusing anecdote don know true certainly support authoritative sound conclusion status false trick let anecdotal utterance like deem true exsqueeze don know true fail grok personally doubt simply hear bush chirac go brighton time hear joke promise laugh check primary source confirmation triplicate ok good thing straight narrow inundate erudite profundity kill idol folk fight power innumerable dippy bromide url
45,0,win read email sunday night good luck number number don wouldn dan
46,0,function router wish look like modem embed os kind linux interesting interface like ethnumber don use router absolute minimum dsl stuff fun stuff like pppoe linux box manual tell default password don forget run pppoe alcatel speedtouch numberi case bridge configure router modem software list vci value etc know high end speedtouch number ethernet port act router need run pppoe stack linux box regard vin irish linux user group ilug url url un subscription information list maintainer listmaster url irish linux user group ilug url url un subscription information list maintainer listmaster url
47,0,eirikur hallgrimsson eh mad scientist com write gary news service url article internet saturation let ask rock middle atlantic dark half year wouldn like bit internet distraction ve obvious fiber ring island lot similar place saskatchewan example share iceland distinction telephone connection capita long time share internet penetration lead iceland sask land lock massive expanse ultra flat dust river farm size measure hectare curious iceland lead maybe deep cultural curiousity fascination watch advertising rest world maybe download bjork video gary lawrence murphy garym url teledynamics communications inc business advantage community software url computer useless answer pablo picasso
48,0,monday august number number number number tom write post mg number colum dewdney dig bunch book call ture omnibus course gooden dougy hoffstadler dewdney look column computer recreation turn ontario homemade sci fi online url vat man programming roger homunculid alphie omega ross
49,0,number aug number daniel quinlan write dan kohn dan dankohn com write daniel easy change habea score installation habea fail live promise license warrant mark non spammer place violator hil doubt justin craig quickly remove release try kill habea chance promise think ve work sa understand localize score comfortable spamassassin vehicle drum business expense user base agree habea go die sa support problem business model problem habea possible solution habeas business model include kind incentive user sa benefit doubt think incentive fit bill thu number aug number justin mason write don problem support spamassassin dan point high score far spamassassin assign high score legit newsletter day habea mark bring imo fix high scorer spam need score number scoring system number tag topic rest discussion amavisd incarnation mimedefang mta plugin reject smtp time message score high threshold number new release start score spam high number number well fps filter drop threshold number thu number aug number michael moncur write agree need focus eliminate rule frequently hit newsletter newsletter actually use habeas mark way help newsletter win use mark habea price way high factor number market bear imo message basis typical mailing list lockergnome afford thu number aug number harold hallikainen write habeus come clever way use exist law battle spam point drop licensing fee number income sue spammer copyright infringement sorry work habea mark actually widespread non spam effectively enforce absent spam sa assign positive score message spammer business habea sue leave charge people want force mail win use mark conversely spammer forge mark habea income sue mark useless purpose design way maybe couple lawsuit real spammer lot cease desist letter clueless mom pop business sell right use mark increasingly questionable sender ve create monopolize market internet postage stamp everybody pay coup pull absolutely useful consider threaten people lawsuit useful collect fee directly indirectly internet effectively ll pay privilege police trademark don believe ll far don particularly want help use term loosely company consist lawyer get point url email sponsor thinkgeek welcome geek heaven url spamassassin talk mailing list spamassassin talk url url
50,0,way look particular file directory number zip file like zgrep filename instead word thank justin irish linux user group ilug url url un subscription information list maintainer listmaster url
51,0,begin pgp signed message justin maccarthy write way look particular file directory number zip file like zgrep filename instead word thank justin probably elegant solution zip directory like zip unzip grep fileyouwant echo fi cheer waider waider url yes personal begin pgp signature version gnupg vnumber number number gnu linux comment gnupg mozilla url iqevawubpwnumberamahbxyzzsabnumberaqh qqganumbervnujjuwgdanumberycrqdnumbervzanhkcfnumberkdbba onumbermyqnumbercugnumbercezkalktyzunumbereoprhlnumberreaicuglmmecnumberhtunumberzovenumberf csuvbakkhl nxnumberxanumberkknumberv lfnwsnumberhwpdqolcat numberigzzbdfwmynawb ireybnumberrnumbergpnumbersitdolnumberu rrlzysmnumberiuydrypduuxnumbertanumberblvsdcnumberppwsqy wxphnihnumberbsnumber ebnumbereraujuqinumbervjo mbichybnumberfnumbertevcqubxtcamowjpmv xmnumbergdulgrufbpcnumberonumberxinumberudfrexzzdojt hlfsnumberoonumberzqzcmrtuyegsfyqpafnumberwudnumberjofpanumbertmsyxnumberbbhxsnumberecw kycm end pgp signature irish linux user group ilug url url un subscription information list maintainer listmaster url
52,0,john looney state following thu aug number number number number numberpm number sure exactly wrong redhat number number box use ttysnumber console relevant bit boot grub grub conf serial unit number speed number terminal timeout number console serial title linux root hdnumber number kernel boot bzimage ro root dev mdnumber console ttysnumber numbernnumber number unneeded probably upset kernel use console ttysnumber numbernnumber number mainly cos cisco shop keepo everyhte colin design like religion make inflexibly unpopular linus torvald irish linux user group ilug url url un subscription information list maintainer listmaster url
53,0,true choice week tell eircom fact need want number worth router firewall onsite survey uncapped service actually manage number port modem ask number port modem instead ye olde hardware router firewall eircom onsite argue number port modem ask director want dsl fast take week want irish linux user group ilug url url un subscription information list maintainer listmaster url
54,0,url short series gerry crackmice mailing list crackmice url url
55,0,gordon rutter gordon url join fortean book review list forteanbookreviews subscribe url pre late potential picture nessie underwater url yahoo group sponsor number dvds free join url unsubscribe group send email forteana unsubscribe url use yahoo group subject url
56,0,massive increase email falsely bounce place ve receive email number people don know ask send email explain server russia couple false email receive start annoy see increase recent week martin martin whelan déise design url tel number number core product déiseditor allow organisation publish information web site fast cost effective manner need time web developer site easily update organisation staff instant update site information fresh site update regularly bring user visit url demonstration déiseditor manage information iiu mailing list iiu url url
57,0,wonder way use sitescoop plucker free utility convert word document bit palmos friendly don window machine problematic convert know case word save friendly format tcl number sept number number vancouver bc url larry virden mailto lvirden cas org url url explicitly state contrary posting construe represent employer opinion url email sponsor thinkgeek welcome geek heaven url sitescooper talk mailing list sitescoop talk url url
58,0,good day thu aug number number number number numberpm number larry virden write wonder way use sitescoop plucker free utility convert word document bit palmos friendly try antiword url console base convert word number doc text image postscript png try openoffice abiword instal don window machine problematic convert know case word save friendly format great mabuhay barryg barry dexter gonzaga bofh barryg url url email sponsor thinkgeek welcome geek heaven url sitescooper talk mailing list sitescoop talk url url
59,0,use perl daily headline mailer instal perl number number number mac os number number post pudge thursday august number number number release url copyright number number pudge right reserve receive message subscribe use perl stop receive message use perl add message change preference user page url log change preference
60,0,thu number number number number number barry dexter gonzaga write thu aug number number number number numberpm number larry virden write wonder way use sitescoop plucker free utility convert word document bit palmos friendly try antiword url console base convert word number doc text image postscript png catdoc wv word text conversion actually wv consist wvware manpage say convert word document format ps pdf html latex dvi abw html probably good format use plucker sitescooper depend good doc html conversion haven year abiword openoffice work prefer abiword light weight size openoffice well doc importer don know well bad figure merry try openoffice abiword instal abiword support export palmdoc pdb palmos friendly try need list save dialog box wine crossover office support word viewer free download microsoft didn year ago try word viewer day convert word number doc word number display word number doc copy paste text format word number version word anyways little nostalgia don window machine problematic convert know case word save friendly format windows dual boot machine significant burn multi session cd rw linux gui app support cdrecord multi session feature openoffice ve able edit word doc flawlessly simple word document receive anyways request permission redistribute author comment email address url email sponsor osdn tired old cell phone new free url sitescooper talk mailing list sitescoop talk url url
61,0,simple dns jhsoft support web site like swap secondary service similar position static ip dsl line number number set web sql mail dns server say host number web site web dns traffic lightly load apc battery backup seldom like swap simple dns advantage trust zone file transfer option bob musser database services inc maker process server toolbox courier service toolbox bobm url url number longhorn road winter park fl number number number number
62,0,bob commercial company host number web site server swap need similar position thank javier el viernes number agosto number las number number bob musser escribió simple dns jhsoft support web site like swap secondary service similar position static ip dsl line number number set web sql mail dns server say host number web site web dns traffic lightly load apc battery backup seldom like swap simple dns advantage trust zone file transfer option bob musser database services inc maker process server toolbox courier service toolbox bobm url url number longhorn road winter park fl number number number number atentamente javier cota integración tecnológica number javi url
